x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
0,0.18,0,2.08,0,0.37,0.18,0,0,0.31,0.112,2.548,3,1
0,0,0,0,0,0,0,0,0,0.265,0.088,11.066,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.213,4.818,3,1
0,0,0,0,0,0,0,0,0,0.587,0,7,3,1
0.68,0,0,4.1,1.36,0,0,0,0,1.706,0.2,4.281,3,1
1.16,0,0.38,0.77,1.93,0,0,0,0,0.198,0,9.266,3,1
0.27,0.27,0.54,0.82,0.82,0.54,0.54,0,0,0.13,0,4.6,3,1
0,0,0,0.62,1.25,0.62,0,0,0,0.39,0.438,3.322,3,1
0,0,0,0,1.09,1.09,0,0,0,0.371,0,3.096,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.491,0.158,8.55,3,1
0,0,0,0,0,0.81,0,0,0,0.26,0,13.5,3,1
0,0,0,1.24,0.62,0,0,0,0,1.105,0.201,12.904,3,1
0,1.25,0,0,0.41,0,0,0,0,0.312,0.062,1.477,3,1
1.65,0.82,0,0,2.47,0,0,0,0,0.199,0,15.892,3,1
1.65,0.82,0,0,2.47,0,0,0,0,0.199,0,15.892,3,1
1.65,0.82,0,0,2.47,0,0,0,0,0.199,0,15.892,3,1
0,0,0,0,1.29,0,0,0,0,0.236,0,7.181,3,1
0,0.45,0,2.25,0.45,0,0,0,0,1.626,0.162,69.727,3,1
0,0.45,0,2.26,0.45,0,0,0,0,1.631,0.244,64.416,3,1
0,0.45,0,2.29,0.45,0,0,0,0,1.633,0.245,64.416,3,1
0.41,0.82,1.65,0.41,2.47,1.65,0.82,0,0,0.53,0.132,6.404,3,1
0,0,0,1.57,0,0.09,0.09,0,0,5.848,1.313,5.96,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.212,4.818,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.212,4.818,3,1
0,0,0,1.8,0.3,0,0.6,0,0,0.189,0.141,1.932,3,1
0.94,0,0,0.47,0,0.47,0,0,0,1.254,0.221,5.918,3,1
0,0.36,0.36,0.72,0.36,0.36,0,0,0,1.203,0.467,18.4,3,1
0,0,0,0,7.35,0,4.41,0,0,1.272,0.254,6.294,3,1
0,0,0,0,7.35,0,4.41,0,0,1.272,0.254,6.055,3,1
0.51,0,0,0,0,1.03,0,0,0,0.18,0,1.773,3,1
0.5,0,0,0,0,1.01,0,0,0,0.178,0,1.792,3,1
0,0.37,0.37,0.74,0.37,0.37,0,0,0,1.211,0.471,18.4,3,1
0,0,0,1.57,0,0.09,0.09,0,0,5.84,1.311,5.96,3,1
0,0.36,0.36,0.72,0.36,0.36,0,0,0,1.203,0.467,18.4,3,1
0,0,0,0.75,0,0.3,0.3,0,0,0.376,0.05,2.271,3,1
0,0,0,0.15,0,0,0.3,0,0,0.087,0,1.54,3,1
0.06,0,0.25,0.95,0,0.06,0.19,0,0,0.133,0.041,3.29,3,1
0,0,0,0,0,0,0,0,0,0.573,0,2.884,3,1
0,0,0,0.28,0.17,0,0.05,0,0,0.099,0.079,4.906,3,1
0,0,0,0,1.19,0,0,1.19,0,0.204,0,8.636,3,1
0.44,0,0,0,0.44,0.89,0.44,0,0,0.482,0.896,6.77,3,1
0,0,0,1.55,0.77,0.77,0,0,0,0.672,0.403,2.794,3,1
0.14,0,0.84,0.98,0,0.28,0.28,0,0,0.045,0.342,14.88,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.49,0.158,8.55,3,1
0,0,0,1.6,0.8,0.8,0,0,0,0.823,0,2.815,3,1
0,0,0,0,1.63,0,0,0,0,0.8,0.266,2,3,1
0.69,0,0,0.69,0,0,0,0,0,0.196,0,6.1,3,1
0,1.04,0.52,1.04,1.04,0,0.52,0,0,0.539,0.269,5.787,3,1
0.32,0.32,0,0.32,0.32,0.32,0.32,0,0,0,0.166,1.494,3,1
0.32,0.32,0,0.32,0.32,0.32,0.32,0,0,0,0.166,1.494,3,1
0.25,0.17,0.17,0.59,0.25,0.08,0.08,0,0.08,0.486,0.118,7.561,3,1
0.05,0.05,0.05,0.52,0,0.64,0.05,0,0,0.01,0.167,1.818,3,1
0,0,0,1.62,0,0.27,0,0,0,0.874,0.051,5.582,3,1
0,0,0,2.65,0.44,0,1.32,0,0,0.663,0.132,8.666,3,1
0,0,0,1.14,4.59,0,0,0,0,1.939,0,8.461,3,1
0,0,0,0,0,0,0,0,0,0.606,0.606,3.111,3,1
0,0.54,0,0,0,1.08,0,0,0,0,0,1.49,3,1
0,0,0,0,0,0,0,0,0,0.567,0,2.9,3,1
0.7,0,0,0.7,0.7,0,0.35,0,0,0.381,0.063,2.021,3,1
2.73,0,0,2.05,0,0,0.68,0,0,1.244,0,2.472,3,1
0.55,0.27,0,0.27,0,1.11,0,0,0,0.301,0,19.482,3,1
0.09,0,0.29,0.48,0,0.19,0,0,0,0.559,0.047,1.694,3,1
1.61,0,0,0,1.61,0,0,0,0,0.804,0,2.466,3,1
0.97,0,0,0,0.97,0,0,0.97,0,0,0.167,3.5,3,1
2.25,0,0,0.56,0,0,0,0,0,0.503,0,16.304,3,1
0.4,0.1,0.1,0.5,0.1,0,0.3,0,0,0.976,0.397,3.186,3,1
0,0,0,0,0.8,0.8,0,0,0,1.562,0.36,2.638,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.212,4.818,3,1
1.47,0,0,0,1.47,1.47,0,0,0,0.508,0.169,10.625,3,1
0,0,0,0.28,0.17,0,0.05,0,0,0.099,0.079,4.881,3,1
0.81,0,0,0,0,0,0,0,0,0,0.123,4.793,3,1
0.58,0,0,0.87,0,0.87,0,0,0,0,0.271,1.67,3,1
0.06,0.06,0.06,0.54,0,0.72,0.06,0,0,0.01,0.169,1.766,3,1
0,0.17,0,0.1,0.03,0,0,1.18,0,0.029,0.011,2.813,3,1
0,0,0,0.41,0.41,0,0.41,0,0,0.481,0.549,3.166,3,1
0.08,0.08,0.08,0.24,0.08,0,0.24,0,0,0.55,0.082,15.547,3,1
0.4,0.1,0.1,0.5,0.1,0,0.3,0,0,0.977,0.397,3.166,3,1
0.45,0,0.22,0.22,0.22,0,0,0,0,0.037,0.15,13.936,3,1
0,0,0,1.31,0,0,1.31,0,0,0,0.212,4.818,3,1
0,0,0,0,0.4,0,0,0,0,0.198,0,5.019,3,1
0.38,0.38,0.38,0,0.38,0,0.38,0,0,0.121,0,2.08,3,1
1.78,0,0,0,0,0,0,0,0,0.544,0,1.777,3,1
0,0,0.27,0.75,0,0.2,0,0,0,0.472,0.092,2.086,3,1
1.36,0,0,0,1.36,1.36,0,0,0,0.17,0.17,9.411,3,1
0,0,0,0.76,0,0,0,0,0,2.894,0.868,5.607,3,1
0,0,0,0,0.81,0,0,0,0,0.258,0,2.826,3,1
0.33,0.84,0.33,1.51,0,1.68,0.33,0,0,1.151,0.056,4.928,3,1
0,0,0,1.58,0,0.09,0.19,0,0,5.213,0.979,5.781,3,1
0,0,0,0,4,0,0,0,0,2.597,0,4.153,3,1
0.05,0.05,0.05,0.52,0,0.69,0.05,0,0,0.01,0.162,1.794,3,1
0.27,1.08,0,0,0,0,0.27,0,0.27,0.489,0.04,2.121,3,1
0,0,0,0,0.8,0,0,0,0,0.511,0,2.909,3,1
2.2,0,0,0.55,0,0,0,0,0,0.496,0,16.782,3,1
2.2,0,0,0.55,0,0,0,0,0,0.496,0,16.826,3,1
0.31,0.31,0,0.31,0.31,0.31,0.31,0,0,0,0.162,1.515,3,1
0.69,0,0,0.69,0.69,0,0.34,0,0,0.379,0.063,2.042,3,1
1.56,0,0,0,1.56,1.56,0,0,0,0,0.183,11.714,3,1
2.16,0,0,0.54,0,0,0,0,0,0.488,0,15.16,3,1
0.28,0.28,0.14,0.28,1.88,0.14,0,0,0,0.21,0,2.293,3,1
0,0,0.22,0.88,0.22,0,0.22,0,0,0.13,0.196,7.4,3,1
0,0,0,0.73,0,0.29,0.29,0,0,0.388,0.048,2.264,3,1
0.07,0,0.07,1.48,0,0.14,0.07,0,0,0.167,0.167,3.412,3,1
0.31,0.31,0,0.31,0.31,0.31,0.31,0,0,0,0.163,1.515,3,1
0.31,0.31,0,0.31,0.31,0.31,0.31,0,0,0,0.163,1.515,3,1
0.05,0.05,0.05,0.52,0,0.64,0.05,0,0,0.01,0.167,1.838,3,1
0.97,0,0,0.48,0,0.48,0,0,0,1.085,0.232,5.166,3,1
0,0,0,0.41,0.41,0,0.41,0,0,0.48,0.549,3.166,3,1
0.08,0.25,0.34,0.51,0.08,0,0.34,0,0,0.261,0.294,3.282,3,1
0,0,0,0,0,0,0,0,0,0.233,0,9.5,3,1
1.63,0,0,0,0,0,0,0,0,0,0,1.2,3,1
0.08,0.43,0,0.6,0,0.17,0.08,0,0,0.092,0.014,4.16,3,1
0.08,0.43,0,0.6,0,0.17,0.08,0,0,0.092,0.014,4.16,3,1
0.34,0,0.34,1.38,0.69,0,1.04,0,0,0.638,0.174,2.17,3,1
0.29,0.29,0.58,0.87,0.87,0.58,0.58,0,0,0.14,0,4.892,3,1
0.45,0,0,0.45,0,0,0,0,0,0.072,0,7.857,3,1
0.2,0,0,0.4,0.4,0,0.4,0,0,0.133,0.066,2.704,3,1
1.33,0,0,0,0,0,0,0,0,0.213,1.492,29.125,3,1
0.44,0.44,0,0.88,0.44,0,0.44,0,0,0.588,0.156,86.7,3,1
0,0,0,0.9,0,0,0,0,0,0.292,0,3,3,1
0.74,0,0,0,0,0,0,0,0,0.467,0.233,1.846,3,1
0.28,0,0,0.28,0.14,0,0.42,0,0,0.13,0,7,3,1
0.37,0,0,0.37,0.37,0.75,0,0,0,0.882,0.189,4.08,3,1
0,0,0,0,0,2.66,0,0,0,1.799,0.514,1.823,3,1
0,0,0,1.09,0.72,0,0,0.36,0,0.963,0.113,2.622,3,1
1.08,0,0,0.54,0.54,0.54,0,0,0,1.218,0.261,5.323,3,1
0,0,0,0,1.81,0,0,0,0,0.628,0.943,2.944,3,1
0.48,0,0,0,0.48,0.96,0.48,0,0,0.515,0.957,6.833,3,1
0,0,0.98,0.98,0.98,0,0,0.98,0.98,0.278,0,2.95,3,1
0,0,0,0,0,0,0,0,0,0.833,0,1.375,3,1
0.18,0,0,0,1.89,0,0.18,0,0,0,0,25.22,3,1
0,0,0,1.82,0.3,0,0.6,0,0,0.191,0.143,2.041,3,1
0,0,0,1.33,1.33,0,0,0,0,1.326,0,2.2,3,1
0.03,0.95,0.1,0.64,0.51,0.34,0.71,0,0,0.379,0.136,3.341,3,1
0,0,0,1.81,0.3,0,0.6,0,0,0.19,0.142,2.03,3,1
0.58,0.58,0,0,0.58,0.58,1.16,0,0,0.239,0.239,3.338,3,1
0.46,1.4,0,0,0,0,0,0,0,0.37,0,6.137,3,1
0,0.3,0,0.3,0.3,0.3,0.3,0,0,0,0.211,1.745,3,1
0,0.3,0,0.3,0.3,0.3,0.3,0,0,0,0.21,1.738,3,1
0,0.59,0,0,0,0,0.59,0,0,0.103,0,1.437,3,1
0.02,0.35,0.21,0.9,0.33,0.42,0.46,0,0,0.325,0.523,6.723,3,1
0.58,0.58,0,0,0.58,0.58,1.16,0,0,0.239,0.239,3.338,3,1
0,0.3,0,0.3,0.3,0.3,0.3,0,0,0,0.211,1.752,3,1
0,0.3,0,0.3,0.3,0.3,0.3,0,0,0,0.211,1.752,3,1
0,0,0,1.43,0.71,1.43,0.23,0,0,0.402,0.402,5.681,3,1
0,0.59,0,0,0,0,0,0,0,0,0,2.103,3,1
0,0,0,0,0,0,0,0,0,4.347,0,3,3,1
0,0,0.48,0.24,0.48,0,0.24,0,0,0.036,0.184,2.336,3,1
0,0,0.48,0.24,0.48,0,0.24,0,0,0.036,0.184,2.336,3,1
0.08,0.25,0.34,0.51,0.08,0,0.34,0,0,0.263,0.263,3.076,3,1
0,0,0,2.18,0,1.74,0.43,0,0,0.802,0,5.114,3,1
0,0,0,2.18,0,1.74,0.43,0,0,0.874,0,5.114,3,1
0.29,0.29,0.58,0.87,0.87,0.58,0.58,0,0,0.14,0,4.892,3,1
0,0,0,0,0,0,0,0,0,0.543,0,5,3,1
0,0.36,0,0.36,0,0.73,0.36,0,0,0.653,0.118,1.53,3,1
0,0,0,1.16,0,0,0,0,0,0.364,0.312,7.541,3,1
0.08,0.42,0,0.6,0,0.17,0.08,0,0,0.099,0.014,4.07,3,1
0.26,0,0.26,0,0.79,0,0.52,0,0,0.327,0,5.549,3,1
0.05,0.26,0.26,0.96,0.1,0.44,0.33,0,0,0.346,0.793,6.05,3,1
0.54,0,0,0.18,0.36,0.18,0.18,0,0,0.249,0.305,3.921,3,1
0.08,0.42,0,0.6,0,0.17,0.08,0,0,0.099,0.014,4.07,3,1
0,0,0,0,0,2.53,0,0,0,1.9,0.475,1.763,3,1
0.36,0,0,0,0.36,0,0,0,0,0.053,0.053,18.37,3,1
0,0.37,0.37,2.64,0.37,0,0,0,0,1.248,0.197,58.705,3,1
0,0,0.57,0.57,0,0,0,0,0,0.107,0,1.421,3,1
0,0,0,0,0,0,0,0,0,0.411,0,4.307,3,1
0,0,0,1.59,0,0.09,0.09,0,0,5.924,1.33,5.8,3,1
0.38,0.38,0.38,0,0.38,0,0.38,0,0,0.123,0,2.062,3,1
0,0,0,0,0,0,0,0,0,0.298,0.597,3.333,3,1
0,0,0,0,0.49,1.47,0,0,0,0.424,0,12.692,3,1
0.38,0.38,0.38,0,0.38,0,0.38,0,0,0.123,0,2.062,3,1
0.38,0,0,0.64,0,0,0,0,0,0.25,0.073,1.764,3,1
0.37,0,1.12,1.12,0,0,0.37,0,0,0.061,0.122,4.727,3,1
0.39,1.19,0,0.79,0,1.58,0,0,0,0.705,0.211,1.903,3,1
0.41,0,0,0.41,1.65,0.41,0.82,0,0,0.904,5.3,7.478,3,1
0.09,0,0.04,0.29,0,0.14,0.04,0,0,0.431,0.111,3.37,3,1
0.41,0,0,0.41,1.65,0.41,0.82,0,0,0.904,5.3,7.478,3,1
0,0,0,0,0,0,1.42,0,0,0,0,4.722,3,1
1.21,1.21,1.21,1.21,0,4.87,0,0,0,0.555,0,104.666,3,1
0,0,0,2.4,0.96,0,0,0,0,0.174,0.087,1.612,3,1
0.05,0.26,0.26,0.97,0.1,0.47,0.34,0,0,0.328,0.858,5.928,3,1
1.47,0,0,0,0,0,0,0,0,1.562,0,5,3,1
1.06,0,0,0.53,1.06,0.53,0,0,0,1.208,0.259,5.558,3,1
0,0,0,0.41,0.41,0,0.41,0,0,0.48,0.549,3.166,3,1
0.55,0,0,0.55,0.55,2.79,0,0,0,1.208,0.345,4.761,3,1
0.55,0,0,0.55,0.55,2.79,0,0,0,1.207,0.345,4.761,3,1
0,0.37,0.37,2.65,0.37,0,0,0,0,1.246,0.196,62.5,3,1
0,0.51,0.17,1.38,0.34,1.03,0.51,0,0,1.275,0.141,5.598,3,1
0,0.12,0.12,0.38,0,0.12,0.12,0,0,0.371,0.061,2.89,3,1
1.18,0.23,0.23,0.7,0.23,1.41,0,0,0,0.08,0,1.844,3,1
0.05,0.26,0.26,0.97,0.26,0.44,0.34,0,0,0.329,0.78,6.045,3,1
0,0,0,0,0.45,0.45,0,0,0,0.138,0,5.809,3,1
1.23,0,0,0,1.23,0,0,0,0,1.939,0,1.379,3,1
1.23,0,0,0,1.23,0,0,0,0,1.947,0,1.379,3,1
1.23,0,0,0,1.23,0,0,0,0,1.949,0,1.379,3,1
0.19,0,0.09,0.69,0,0,0,0,0,0.586,0.189,2.349,3,1
0.68,0,0,0.68,0.68,0,0.34,0,0,0.503,0.062,1.82,3,1
0,0,0.27,0.55,0,0,0,0,0,0.136,0.182,8.207,3,1
0,1.09,0,0,0,0,0,0,0,0,0.692,4.941,3,1
0,0.12,0.12,0.38,0,0.12,0.12,0,0,0.371,0.061,2.878,3,1
1.2,1.2,1.2,1.2,0,4.81,0,0,0,0.331,0,50.166,3,1
0.24,0.74,0.24,1.23,0,1.23,0.74,0,0,1.634,0.155,3.975,3,1
0.6,0,0,0,0,0,0.6,0,0,0.619,0.103,6.166,3,1
0,1.85,0.46,0,0.92,0,0.46,0,0,0.795,0.217,4.869,3,1
0,0,0,0,0,0,0,0,0,2.362,0,3.384,3,1
1.47,1.47,1.47,0,0,2.94,0,0,0,0.294,0.147,72,3,1
0,0,0.49,0,0.49,0,0.49,0,0,0.625,0.312,4.75,3,1
0.53,0,0,0,0,0,0,0,0,0,0,2.131,3,1
0,0,0,0,0,0,0,0,0,1.473,0,4.071,3,1
0.56,0,0,0.56,0.56,3.4,0,0,0,1.135,0.349,5.105,3,1
0,0,0.11,2,0,0.11,0.23,0,0,0.13,0.168,5.76,3,1
0,0,0,0,0,0.37,0,0,0,0.441,0,1.372,3,1
0,0,0,0.95,0,0.95,0,0,0,0.496,0.248,5.187,3,1
0,0,0,0,0,0.37,0,0,0,0.441,0,1.372,3,1
0,0,0.48,0.24,0.48,0,0.24,0,0,0.036,0.184,2.276,3,1
0.36,0,0.72,0.36,0,0,0,0,0,0,0,6.685,3,1
0,0,0,0,0,0,0,0,0,2.413,0,3.384,3,1
0,0,0.47,0,0.47,0,0,0,0,0,0,7.18,3,1
0,0,0.47,0,0.47,0,0,0,0,0,0,7.18,3,1
0.04,0.21,0.23,0.88,0.23,0.4,0.31,0,0,0.311,0.734,5.328,3,1
0,0,0,0,5,0,0,0,0,0.909,0,2.857,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.49,0.158,8.55,3,1
1.47,1.47,1.47,0,0,2.94,0,0,0,0.294,0.147,71.5,3,1
0.56,0,0,0.56,0.56,3.38,0,0,0,1.217,0.347,5.105,3,1
0,0,0,0,0,0,0,0,0,0,0,2,3,1
0,0,0,0,0,0.37,0,0,0,0.434,0,1.377,3,1
0,0,0,0,3.12,0,0,0,0,0.462,0,3.125,3,1
0.05,0.23,0.26,0.97,0.26,0.44,0.34,0,0,0.344,0.784,6.094,3,1
0,0,0,0,0.81,0,0,0,0,0.706,0,8.411,3,1
0,0,0,1.19,0.23,0,0.23,0,0,0.327,1.357,5.769,3,1
0.42,0,0,0.42,0,0,0,0,0,0,0.349,7,3,1
0,0,0,0.18,0,0.36,0,0,0,0.416,0,1.373,3,1
0,0.29,0,0,0,0.29,0.29,0,0,1.434,0,3.281,3,1
0,0,0,0.96,0,0.96,0,0,0,0.502,0.251,5.488,3,1
0,0,0,0.97,0,0.97,0,0,0,0.421,0.252,5.173,3,1
0,0,0,0.98,0,0.98,0,0,0,0.677,0.254,5.2,3,1
1.45,0,0,0.72,0,1.45,0,0,0,0.105,0,2.689,3,1
0.04,0.21,0.23,0.88,0.23,0.4,0.31,0,0,0.318,0.754,5.349,3,1
0,0,0,1.17,0,1.17,0,0,0,0.924,0,1.966,3,1
0,0,0.64,0.64,0,1.29,0.64,0,0,0.093,0,2.755,3,1
0,0,0.64,0.64,0,1.29,0.64,0,0,0.093,0,2.755,3,1
0,0,0.64,0.64,0,1.29,0.64,0,0,0.093,0,2.755,3,1
0,0,0,0.3,0.3,0,0,0,0,0,0.044,1.607,3,1
0,0,0,1.25,0.62,1.25,0.2,0,0,0.345,0.345,5.132,3,1
0,0,0,0,0,0,0,0,0,0,0,13.166,3,1
0.05,0.26,0.26,0.97,0.26,0.44,0.34,0,0,0.331,0.79,6.073,3,1
0,0,0,0,0,0.37,0,0,0,0.464,0,1.392,3,1
0,0,0,0.63,0.63,0.31,0.63,0,0,0.055,0.501,3.509,3,1
1.12,0,0,0.56,0.56,3.38,0,0,0,1.13,0.347,4.875,3,1
0,0,0,0,0,0.37,0,0,0,0.464,0,1.392,3,1
0,0,0,0,0,0,0,0,0,0.443,0,4.652,3,1
0,0,0,0.35,0.08,0.52,0,0,0,0,0,2.039,3,1
0,0,0,0.67,0,0,0,0,0.33,0.112,0.336,2.96,3,1
0,0,0,0,0.88,2.65,0,0,0,0,0,1.512,3,1
0,0,0.12,0.12,0,0,0.12,0,0,0.693,0,1.335,3,1
0.19,0.97,0.09,1.07,0,0,0.29,0,0,0.405,0.233,4.32,3,1
0,0,0,0,0,0,0,0,0,0.754,0.188,5.551,3,1
1.09,0,0,0.36,0.36,1.83,1.09,0,0,0.427,0.061,4.42,3,1
0,0.45,0,0,0.45,0,0,0,0,0,0,2.47,3,1
0.09,0,0.48,0.77,0.58,0.87,0.09,0,0,0.06,0.045,1.597,3,1
0,0,0,0.84,0,0,0,0,0,0.6,0.3,4.02,3,1
0,0,0,0.84,0,0,0,0,0,0.6,0.3,4.02,3,1
0.4,0,0,0,0.8,0,0,0,0,0.116,0.116,4.058,3,1
0.63,0,0,0,0,0,0,0,0,0,0.613,1.251,3,1
1.25,0,0,0,1.25,1.25,0,0,0,0.298,0,3.976,3,1
0.26,0.26,0,1.31,0,0,0,0,0,0.077,0,1.8,3,1
0,0,0,0.7,1.41,1.41,0,0,0,0,0,4.176,3,1
0.55,0,0,0.55,0.55,3.88,0,0,0,1.191,0.34,4.59,3,1
0.72,0,0,0,0,0,0.72,0,0,0.729,0.121,7.781,3,1
0.84,0,0,0,0,0,0.84,0,0,0.776,0.129,10.375,3,1
0.72,0,0,0,0,0,0.72,0,0,0.729,0.121,7.781,3,1
0.81,0.4,0,0.4,3.27,0,0,0,0,0.64,0.8,7.651,3,1
0,0,0.34,1.27,0.58,0.05,0.34,0,0,0.13,0.186,4.225,3,1
0,0,0,0,2.85,0,0.71,0,0,1.417,0,3.029,3,1
0,0,0.65,1.3,1.3,1.3,0,0,0,0.515,0.103,2.04,3,1
1.61,0,0,1.61,0,0,0,0,0,0.23,0,4.941,3,1
0,0.32,0,1.28,2.56,0.96,0,0,0,0.492,0,2.184,3,1
0.64,0,1.29,1.94,0.64,0.64,0,0,0,0.233,0,1.136,3,1
0.98,0,0,0.98,0,0.98,0,0,0,0.645,0.064,3.552,3,1
0,0,0,0,0,0,0,0,0,0.444,0.37,2.413,3,1
0.69,0,0,0,0,0,0.69,0,0,0.701,0.116,8.781,3,1
0,0,0,0,0,0,0,0,0,0.444,0.37,2.413,3,1
0,0,0,0,0,0,0,0,0,0.444,0.37,2.413,3,1
0,0,0,0,0,0,0,0,0,0.444,0.37,2.448,3,1
0,0,0,0.59,0.59,0,0,0,0,0.443,0.088,1.693,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.49,0.158,8.55,3,1
1.66,0,0,1.66,3.33,0,0,0,0,1.424,0,24.333,3,1
0.5,0,0.3,0.7,0.1,0,0.1,0,0.1,0.49,0.158,8.55,3,1
0,0.43,0.17,0.35,0.87,0,0.17,0,0,0.25,0.721,2.742,3,1
0,0,0,0.8,0,0,0,0,0,0.875,0,6,3,1
1.05,0,0.52,1.05,1.05,1.05,0,0,0,1.276,0.729,3.062,3,1
0.05,0.05,0.05,0.52,0,0.69,0.05,0,0,0.02,0.163,1.796,3,1
0,0.52,0.17,0.34,0.87,0,0.17,0,0,0.342,0.716,2.973,3,1
0,0,0,0,0,0,0,0,0,0.415,0,1.909,3,1
0.2,0.5,0.2,0.8,0,0.2,0.2,0,0,0.307,0.175,6.937,3,1
0,1.39,0,0.34,0,0,0,0,0,0.157,0.105,2.366,3,1
0,0.12,0.12,0.38,0,0.12,0.12,0,0,0.371,0.061,2.878,3,1
0,0.12,0.12,0.38,0,0.12,0.12,0,0,0.37,0.061,2.878,3,1
0,0.58,0,0.58,0,0.19,0.68,0,0,0.569,0.207,12.064,3,1
0,0.62,0,0.62,0,0.2,0.72,0,0,0.548,0.199,14.301,3,1
0,0,0.3,0.3,0.92,0,0,0,0,0,0,2.141,3,1
1.13,0,0,0,1.13,1.13,0,0,0,0,0,3.925,3,1
0.05,0.05,0.05,0.52,0,0.69,0.05,0,0,0.02,0.163,1.796,3,1
0,0,0,0.32,0,0,0,0,0,0.263,0.105,3.418,3,1
0,0.62,0,0.62,0,0.2,0.72,0,0,0.548,0.199,14.283,3,1
0.19,0,0,0.39,0,0.19,0.39,0,0,0.174,0.548,4.965,3,1
0,0,0,0,0,0,0,0,0,0,0,2.923,3,1
0,0,0,1.6,0,0.1,0.1,0,0,5.942,1.334,5.838,3,1
0,0,0,1.19,0.39,0.39,0.39,0,0,0.64,0.256,3.5,3,1
0,0,0,0,0,0,0,0,0,0.392,0,3.965,3,1
0,1.62,0,0,0,0,0,0,0,0.463,0,7.941,3,1
0,0,0.26,1.06,0.8,0,0,0,0,0.471,0,2.088,3,1
0.9,0,0,0,1.81,0,0,0,0,1.492,0,5.3,3,1
0,0,0,1.76,0,0,0,0,0,0,0.231,5.977,3,1
0,0.55,0,1.11,1.11,0,0,0,0,0.484,0.08,8.375,3,1
0.8,0,0.4,0.8,1.61,0,0,0,0,0.21,0,4.49,3,1
1.6,0,0,0,0,0,0,0,0,0.159,0,4.555,3,1
0,0,0,1.17,1.17,0,0,0,0,0,0,5.25,3,1
0,6.06,0,0,0,0,0,0,0,0.48,0.48,1.684,3,1
0.8,0,0,0,0.8,0.8,0,0,0,0.27,0,3.115,3,1
0.8,0,0,0,0.8,0.8,0,0,0,0.269,0,3.115,3,1
0,0,0.71,2.49,0.59,0.11,0.83,0,0,0.155,0.233,3.625,3,1
0.43,0.26,0.26,1.3,0.78,0.17,0.17,0,0,0.271,0.243,6.395,3,1
0.4,0.1,0.1,0.5,0.1,0,0.3,0,0,0.994,0.391,3.176,3,1
0.22,0,0,0.22,0.22,0,0,0,0,0.647,0,1.869,3,1
0.2,0.5,0.2,0.8,0,0.2,0.2,0,0,0.334,0.174,6.896,3,1
0.49,0,0,1.98,0.49,0,0,0,0,0.845,0.195,7.205,3,1
0.65,0,0,0.65,0.65,0,0,0,0,0.233,0,2.5,3,1
0,0,0,0,1.25,0.62,0,0,0,0.331,0.11,3.897,3,1
0.9,0,0,0,0,0.9,0.9,0,0,0.564,0,2.818,3,1
0.29,2.04,0.29,1.16,1.16,2.33,0,0,0,0.044,0,1.559,3,1
0,0,0,0,0,0,0.47,0,0,0.269,0,4.18,3,1
0,0.05,0.24,1.11,0.19,0.43,0.57,0,0,0.268,0.15,6.761,3,1
0,0.05,0.24,1.11,0.19,0.43,0.57,0,0,0.273,0.15,6.789,3,1
0,1.39,0.27,0.55,0,1.39,0,0,0,2.001,0.093,3.706,3,1
0,0,0,0,0,0,0,0,0,0,0.354,4.047,3,1
0,0.03,0,0.53,0.17,0.03,0.17,0,0,0.013,0.065,2.11,3,1
0.08,0.24,0.33,0.57,0,0,0.41,0,0,0.271,0.191,4.904,3,1
0,0,0,0.27,0.27,0.54,0.54,0,0,0.085,0.128,2.484,3,1
0.19,0.19,0,0.98,0.98,0,1.38,0,0,0.765,0.316,6.652,3,1
0,1.28,0,1.28,0,0,0,0,0,0.203,0,1.956,3,1
0,0.07,0.11,1.42,0.03,0.07,0.18,0,0,0.069,0.221,3.426,3,1
0,3.12,0,0,0,0,0,0,0,0.198,0.198,3.857,3,1
0,0,0,0.39,0.78,0,0.78,0,0,0,0.094,4.111,3,1
0.34,0,0,0.34,2.04,0,0.34,0,0,0.222,0,6.978,3,1
0,0,0,0,0,0,0,0,0,0,0,4.5,3,1
0,0,0,0,0.64,0.32,0,0,0,0.594,0,5.683,3,1
0,1.4,0.28,0.56,0,1.4,0,0,0,1.282,0.094,3.725,3,1
0.61,0,0,0.61,0.3,0.3,0,0,0,0.103,0.051,6.125,3,1
0,0,0,0,0,0,1.88,0,0,0,0,4.333,3,1
0,0,0,0,0,0,6.66,0,0,0.537,0,2.777,3,1
0,0,0,0,0,0,1.88,0,0,0,0,4.333,3,1
0,0,0,0,0,0,6.66,0,0,0.537,0,2.777,3,1
0,0,0,0,0,0,1.88,0,0,0,0,4.333,3,1
0,0,0,0,0,0,6.66,0,0,0.537,0,2.777,3,1
0.1,0.53,0,0.64,0,0.1,0,0,0,0.016,0.066,2.104,3,1
